TireProductionID,timestamp,batch_id,recipe_id,press_id,machine_id,shift,ambient_temp_c,ambient_humidity_pct,compound_batch_age_hr,mixer_energy_kwh,cure_temp_avg,cure_temp_std,cure_pressure_avg,cure_time_sec,tread_thickness_mm,sidewall_thickness_mm,tire_weight_kg,uniformity_rfv,uniformity_lfv,runout_mm,balance_g,visual_score,defect_flag,defect_type,defect_probability_true
TIRE_0000509,2025-03-24 13:14,BATCH_00089,RCP_024,PRESS_02,MACH_06,Night Shift,25.83,58.48,24.05,129.2,173.74,2.04,19.02,883.0,8.17,4.93,12.68,14.47,7.72,1.12,22.57,4,0,OK,0.23595155410636603
TIRE_0000510,2025-03-27 16:21,BATCH_00103,RCP_025,PRESS_10,MACH_06,Day Shift,23.77,57.24,21.38,119.27,170.56,2.35,16.13,893.0,8.17,5.85,11.99,13.09,9.22,1.04,41.61,3,0,OK,0.10266463307218582
TIRE_0000512,2025-01-01 3:59,BATCH_00138,RCP_001,PRESS_11,MACH_02,Evening Shift,19.54,46.6,15.76,137.54,178.97,2.08,19.94,989.0,8.53,5.87,11.68,9.34,10.13,1.21,15.39,4,0,OK,0.2406857353177394
TIRE_0000513,2025-01-25 4:34,BATCH_00212,RCP_022,PRESS_10,MACH_07,Evening Shift,26.85,44.13,4.94,101.74,169.28,2.44,18.67,1043.0,8.36,5.15,11.54,8.82,8.4,1.23,27.68,4,0,OK,0.2272841540694553
TIRE_0000515,2025-06-29 7:32,BATCH_00047,RCP_014,PRESS_11,MACH_02,Evening Shift,22.45,37.69,31.58,118.99,172.04,2.7,14.46,914.0,7.85,6.05,11.3,12.49,11.28,1.1,15.75,4,0,OK,0.05698987234943115
TIRE_0000517,2025-05-19 3:00,BATCH_00102,RCP_006,PRESS_05,MACH_08,Night Shift,16.41,46.35,9.47,126.15,174.11,2.29,17.53,845.0,7.6,5.27,12.08,7.9,8.17,0.84,23.19,5,0,OK,0.02664671221003971
TIRE_0000519,2025-05-17 11:21,BATCH_00093,RCP_026,PRESS_11,MACH_07,Day Shift,13.44,59.0,19.08,115.65,170.7,1.61,18.36,1127.0,7.97,4.67,11.82,7.39,6.63,0.62,13.57,4,0,OK,0.0341867203305824
TIRE_0000521,2025-06-29 7:12,BATCH_00046,RCP_030,PRESS_04,MACH_08,Day Shift,19.28,71.24,2.98,122.04,176.75,2.28,19.37,956.0,7.87,5.67,12.41,7.45,4.63,0.93,26.18,5,0,OK,0.014373238156371934
TIRE_0000522,2025-05-04 18:43,BATCH_00277,RCP_015,PRESS_03,MACH_07,Day Shift,12.77,66.64,16.26,108.73,171.26,2.31,17.39,941.0,8.5,5.18,11.68,9.25,6.51,0.61,5.58,5,0,OK,0.03266631058142282
TIRE_0000523,2025-05-17 8:03,BATCH_00322,RCP_004,PRESS_07,MACH_02,Day Shift,13.12,58.72,0.0,103.18,175.97,1.88,20.66,934.0,8.17,5.05,11.83,7.25,10.61,1.06,7.89,4,0,OK,0.17392162561992563
TIRE_0000524,2025-04-26 20:13,BATCH_00181,RCP_029,PRESS_05,MACH_02,Night Shift,17.44,72.97,33.23,118.39,174.24,0.57,19.27,958.0,8.19,5.18,10.66,11.82,6.29,0.76,31.54,4,0,OK,0.027085275630454958
TIRE_0000525,2025-05-07 0:24,BATCH_00281,RCP_009,PRESS_02,MACH_03,Evening Shift,16.9,42.01,8.15,115.35,172.8,2.25,18.82,965.0,8.36,4.85,11.52,10.95,8.03,1.06,20.82,4,0,OK,0.0865541512705027
TIRE_0000526,2025-04-13 22:43,BATCH_00282,RCP_015,PRESS_06,MACH_08,Evening Shift,19.35,56.02,23.6,119.77,173.03,1.11,17.01,954.0,7.07,5.02,11.14,9.04,7.98,0.75,13.39,5,0,OK,0.2127700746326691
TIRE_0000527,2025-03-17 21:10,BATCH_00332,RCP_012,PRESS_02,MACH_08,Day Shift,27.12,46.59,12.8,134.5,173.67,1.47,18.41,831.0,8.31,4.94,11.5,8.91,7.05,0.76,15.08,4,0,OK,0.015585264576598208
TIRE_0000528,2025-06-14 18:48,BATCH_00335,RCP_014,PRESS_12,MACH_03,Evening Shift,17.55,43.07,39.14,133.62,175.47,2.41,18.14,917.0,7.77,5.15,11.78,6.42,5.84,0.58,18.13,5,0,OK,0.20547243582134458
TIRE_0000529,2025-04-16 9:46,BATCH_00236,RCP_022,PRESS_10,MACH_02,Day Shift,17.48,56.07,2.28,122.59,171.37,1.99,18.51,875.0,7.63,4.52,11.98,13.43,5.09,0.76,22.36,4,1,Crack,0.817645145945616
TIRE_0000530,2025-05-28 9:30,BATCH_00108,RCP_020,PRESS_12,MACH_02,Day Shift,17.07,66.55,34.53,118.92,177.97,1.65,16.03,997.0,6.67,5.3,11.37,10.48,5.63,1.07,19.81,4,0,OK,0.0383595586291975
TIRE_0000531,2025-01-18 22:29,BATCH_00196,RCP_003,PRESS_05,MACH_04,Day Shift,24.59,42.86,26.45,133.97,176.69,2.31,16.78,943.0,8.0,5.59,11.11,9.42,6.48,1.1,13.66,5,0,OK,0.17721691968739617
TIRE_0000532,2025-01-14 5:32,BATCH_00145,RCP_030,PRESS_04,MACH_06,Evening Shift,22.62,35.51,9.7,126.81,171.36,1.72,19.23,865.0,7.86,5.94,12.01,12.77,5.07,0.91,16.18,5,0,OK,0.16094628322717217
TIRE_0000533,2025-05-28 23:50,BATCH_00214,RCP_014,PRESS_06,MACH_05,Day Shift,18.15,61.79,26.2,126.96,176.79,2.37,18.45,1067.0,9.13,5.55,12.2,11.34,7.6,0.87,28.05,3,1,UniformityFail,0.9605932832464927
TIRE_0000534,2025-02-16 11:22,BATCH_00274,RCP_029,PRESS_08,MACH_06,Day Shift,27.9,55.95,29.29,110.66,176.7,2.33,19.79,924.0,8.44,5.61,11.38,10.05,5.21,1.01,29.22,4,0,OK,0.18641705051293259
TIRE_0000535,2025-06-27 4:13,BATCH_00145,RCP_030,PRESS_12,MACH_03,Evening Shift,21.96,68.22,34.24,98.59,170.32,2.87,15.62,828.0,7.07,5.25,10.73,7.37,8.5,0.79,2.6,3,0,OK,0.20283542329236365
TIRE_0000536,2025-05-06 18:04,BATCH_00099,RCP_020,PRESS_12,MACH_02,Day Shift,17.03,45.06,11.0,152.32,170.31,0.51,17.41,949.0,7.79,4.87,10.54,9.85,6.39,0.47,19.53,5,0,OK,0.07768829741711356
TIRE_0000537,2025-05-12 1:15,BATCH_00380,RCP_008,PRESS_05,MACH_07,Evening Shift,16.84,56.52,16.22,94.96,169.9,2.18,18.73,862.0,7.85,5.18,11.37,8.53,8.8,0.86,21.52,5,0,OK,0.05258549050713348
TIRE_0000538,2025-03-02 6:03,BATCH_00177,RCP_022,PRESS_05,MACH_03,Evening Shift,26.34,32.03,20.38,117.93,168.3,1.64,20.79,935.0,8.28,4.42,11.33,10.29,7.88,0.73,19.3,5,0,OK,0.190147540393806
TIRE_0000539,2025-05-17 4:28,BATCH_00273,RCP_005,PRESS_04,MACH_07,Day Shift,19.08,63.32,9.84,145.23,173.32,2.92,20.7,798.0,7.52,5.29,11.05,9.92,9.4,0.82,9.59,4,0,OK,0.20364033742414336
TIRE_0000540,2025-02-03 1:16,BATCH_00122,RCP_021,PRESS_07,MACH_05,Evening Shift,27.13,55.66,20.69,102.71,175.21,1.51,16.97,975.0,8.25,4.95,11.65,6.6,5.93,0.77,19.12,3,0,OK,0.24772123408016158
TIRE_0000541,2025-03-30 20:50,BATCH_00236,RCP_022,PRESS_10,MACH_08,Day Shift,23.18,58.0,17.76,102.95,166.86,1.68,16.52,991.0,8.34,5.51,11.19,7.69,7.07,1.0,0.96,4,0,OK,0.10902824245874235
TIRE_0000544,2025-02-27 20:34,BATCH_00255,RCP_020,PRESS_05,MACH_06,Night Shift,24.9,31.3,14.47,133.84,174.09,2.01,19.38,889.0,8.06,5.36,11.44,10.22,8.67,0.51,16.83,5,0,OK,0.09928434059026796
TIRE_0000545,2025-05-14 8:29,BATCH_00189,RCP_008,PRESS_03,MACH_06,Day Shift,15.62,52.05,26.38,114.89,175.95,2.22,20.37,884.0,7.58,4.33,11.22,7.91,8.74,0.71,16.12,5,0,OK,0.19633911057807923
TIRE_0000547,2025-03-04 20:49,BATCH_00146,RCP_026,PRESS_09,MACH_08,Night Shift,24.45,32.66,20.08,103.47,174.04,1.98,20.95,916.0,7.48,5.33,12.08,8.84,9.09,0.62,18.75,4,0,OK,0.09179284966072428
TIRE_0000548,2025-06-23 0:16,BATCH_00046,RCP_030,PRESS_04,MACH_01,Day Shift,19.3,49.0,22.05,116.42,172.19,1.93,19.73,930.0,8.18,5.65,11.77,10.08,8.69,0.82,20.93,4,0,OK,0.23338175814485554
TIRE_0000549,2025-04-18 9:43,BATCH_00063,RCP_011,PRESS_08,MACH_05,Day Shift,17.55,70.41,48.1,116.15,170.14,2.05,17.14,914.0,8.17,5.09,11.15,8.33,7.09,0.56,12.57,4,1,UnderCure,0.9560190604423229
TIRE_0000550,2025-03-03 8:01,BATCH_00119,RCP_008,PRESS_06,MACH_01,Day Shift,28.84,58.98,7.19,107.69,181.55,1.69,17.16,1083.0,8.32,5.33,12.31,12.31,8.17,1.62,19.04,5,0,OK,0.1129585665700044
TIRE_0000551,2025-06-17 5:19,BATCH_00187,RCP_005,PRESS_06,MACH_06,Evening Shift,18.41,57.46,1.4,125.45,177.61,0.54,17.36,877.0,8.7,4.37,11.34,10.41,5.94,0.68,35.95,4,0,OK,0.19020905626995938
TIRE_0000552,2025-04-20 16:48,BATCH_00151,RCP_026,PRESS_11,MACH_06,Night Shift,16.06,87.46,16.58,126.77,171.42,0.99,16.89,959.0,7.57,5.7,11.6,7.53,8.78,0.69,12.95,4,0,OK,0.19109028978032377
TIRE_0000553,2025-03-23 21:49,BATCH_00160,RCP_024,PRESS_03,MACH_04,Night Shift,25.36,65.56,19.74,150.16,171.06,1.41,20.14,1098.0,8.28,5.02,11.36,8.68,6.56,1.16,28.68,3,0,OK,0.03474972852062382
TIRE_0000554,2025-02-28 6:00,BATCH_00127,RCP_003,PRESS_11,MACH_06,Day Shift,24.34,68.66,22.89,124.91,171.63,2.53,18.7,963.0,7.7,5.75,11.5,9.21,7.87,0.91,14.9,4,1,Bubble,0.966612697603096
TIRE_0000555,2025-01-17 14:48,BATCH_00132,RCP_017,PRESS_02,MACH_03,Night Shift,26.73,44.63,18.91,107.85,176.73,1.71,18.05,883.0,7.23,5.34,11.22,9.12,8.37,1.0,17.5,4,0,OK,0.1312605693874857
TIRE_0000556,2025-04-30 1:31,BATCH_00331,RCP_017,PRESS_04,MACH_01,Day Shift,15.54,68.7,36.09,117.61,173.0,2.2,16.83,855.0,8.48,5.63,12.36,10.5,6.45,0.77,7.82,3,0,OK,0.208349791865858
TIRE_0000558,2025-03-25 19:49,BATCH_00264,RCP_028,PRESS_10,MACH_01,Day Shift,25.52,48.46,0.0,101.51,177.13,1.75,15.5,863.0,7.58,5.52,10.91,7.54,7.85,1.0,14.46,5,0,OK,0.08681190424734682
TIRE_0000559,2025-06-07 17:40,BATCH_00268,RCP_011,PRESS_11,MACH_05,Day Shift,20.7,72.27,24.61,117.05,172.33,1.71,17.88,995.0,8.36,5.59,11.64,7.81,7.75,0.61,23.13,3,0,OK,0.22492557483908812
TIRE_0000560,2025-04-10 0:44,BATCH_00308,RCP_017,PRESS_11,MACH_03,Day Shift,21.15,47.55,11.41,96.51,174.4,2.29,18.04,936.0,8.02,5.26,11.04,10.34,5.29,1.01,10.82,5,0,OK,0.10340840289619914
TIRE_0000561,2025-03-17 7:53,BATCH_00123,RCP_020,PRESS_11,MACH_01,Night Shift,22.11,55.53,22.58,149.29,175.11,2.48,17.75,994.0,7.57,5.02,11.59,9.09,9.7,0.59,10.84,5,0,OK,0.012601036355271607
TIRE_0000563,2025-03-29 20:44,BATCH_00228,RCP_018,PRESS_10,MACH_03,Night Shift,22.97,59.43,28.07,111.66,177.22,2.94,17.4,922.0,8.02,5.4,10.82,10.03,9.88,0.83,16.97,5,0,OK,0.22729167434062328
TIRE_0000564,2025-02-22 19:17,BATCH_00149,RCP_025,PRESS_04,MACH_05,Night Shift,29.16,61.07,11.72,122.52,182.2,2.39,18.49,971.0,7.08,5.15,10.69,10.46,6.71,0.99,20.08,3,1,Bubble,0.7719088024286721
TIRE_0000566,2025-03-27 8:11,BATCH_00181,RCP_029,PRESS_06,MACH_02,Evening Shift,22.31,66.31,14.67,125.78,172.94,3.06,17.42,863.0,7.31,5.11,11.03,8.15,8.31,0.43,19.11,4,0,OK,0.08663527302169956
TIRE_0000568,2025-04-24 1:55,BATCH_00092,RCP_025,PRESS_03,MACH_02,Night Shift,18.12,56.42,38.74,122.8,182.14,2.92,19.14,853.0,8.19,4.9,11.67,7.31,7.87,0.86,21.9,3,0,OK,0.23801487209219319
TIRE_0000570,2025-01-02 13:01,BATCH_00061,RCP_028,PRESS_03,MACH_07,Night Shift,21.3,57.12,37.42,121.69,167.8,2.2,19.59,1033.0,8.49,5.05,12.14,8.06,9.43,0.73,6.46,4,0,OK,0.23814571526501346
TIRE_0000571,2025-03-30 4:39,BATCH_00282,RCP_015,PRESS_09,MACH_01,Day Shift,21.14,51.57,28.57,83.49,173.63,1.43,19.23,817.0,8.06,4.97,11.7,10.71,8.17,0.9,22.21,4,0,OK,0.14762509314958866
TIRE_0000572,2025-05-17 4:56,BATCH_00268,RCP_011,PRESS_10,MACH_02,Day Shift,17.46,48.89,20.52,105.13,172.66,2.28,18.29,989.0,7.64,4.99,11.69,7.21,9.77,0.37,15.48,3,0,OK,0.16164093092075182
TIRE_0000573,2025-02-25 5:06,BATCH_00201,RCP_011,PRESS_05,MACH_03,Day Shift,24.21,46.44,34.25,131.98,176.09,1.64,20.4,1033.0,8.07,5.11,11.87,9.98,7.32,0.51,27.02,5,0,OK,0.11762692527479673
TIRE_0000574,2025-03-31 18:20,BATCH_00216,RCP_009,PRESS_07,MACH_05,Day Shift,21.34,65.76,9.69,114.9,172.7,1.95,19.77,885.0,8.94,4.92,11.15,11.74,4.58,1.29,21.43,3,0,OK,0.08037058520753548
TIRE_0000575,2025-04-27 6:55,BATCH_00122,RCP_021,PRESS_05,MACH_07,Day Shift,17.06,55.51,19.91,104.85,176.35,2.19,19.72,970.0,8.06,4.97,11.88,9.35,5.48,0.79,20.48,4,1,UniformityFail,0.8288794908887798
TIRE_0000576,2025-04-19 3:16,BATCH_00176,RCP_014,PRESS_02,MACH_06,Evening Shift,18.01,73.77,27.25,125.42,168.4,1.8,17.72,987.0,7.15,5.42,11.25,10.42,8.97,0.68,29.77,4,1,Crack,0.9114044294584892
TIRE_0000578,2025-04-27 8:46,BATCH_00398,RCP_006,PRESS_02,MACH_03,Night Shift,18.31,64.0,16.29,104.68,172.54,1.91,17.58,850.0,8.0,5.35,11.5,4.9,8.52,1.04,22.12,3,0,OK,0.19056988706504321
TIRE_0000580,2025-06-16 3:37,BATCH_00151,RCP_026,PRESS_05,MACH_03,Night Shift,20.83,70.6,7.48,111.14,176.24,2.34,19.27,888.0,9.36,5.65,12.28,7.91,9.45,0.95,0.98,3,0,OK,0.19997897049420366
TIRE_0000581,2025-06-28 14:07,BATCH_00096,RCP_009,PRESS_11,MACH_03,Day Shift,23.37,50.97,15.26,125.34,170.16,2.34,18.58,1032.0,7.5,4.93,11.29,10.49,7.41,1.18,22.11,4,0,OK,0.19950835427069294
TIRE_0000582,2025-03-07 11:52,BATCH_00398,RCP_006,PRESS_09,MACH_02,Night Shift,30.87,52.68,14.58,122.04,176.67,1.5,17.7,1024.0,7.68,5.25,11.85,12.09,7.98,1.02,12.73,5,0,OK,0.03188946473168569
TIRE_0000583,2025-01-16 6:23,BATCH_00161,RCP_030,PRESS_05,MACH_03,Night Shift,25.03,64.95,4.29,145.31,178.48,2.73,18.28,910.0,8.48,4.99,11.62,11.59,9.85,0.7,26.54,3,0,OK,0.12866087312861954
TIRE_0000584,2025-05-01 8:16,BATCH_00341,RCP_020,PRESS_12,MACH_04,Evening Shift,19.29,39.72,24.23,117.26,177.47,1.6,18.88,952.0,7.89,5.24,11.02,10.26,10.08,0.62,21.1,5,1,Bubble,0.7638141024039946
TIRE_0000586,2025-05-20 22:02,BATCH_00017,RCP_016,PRESS_05,MACH_07,Day Shift,15.64,53.48,35.29,101.72,176.0,1.99,16.4,992.0,7.57,4.48,11.54,7.86,8.71,0.75,15.9,4,1,UniformityFail,0.8818869317576965
TIRE_0000587,2025-06-12 17:58,BATCH_00108,RCP_020,PRESS_02,MACH_08,Day Shift,19.42,45.21,18.26,95.86,180.79,2.0,17.08,909.0,7.92,5.74,11.91,11.61,8.02,0.62,14.36,5,0,OK,0.11596732032961048
TIRE_0000588,2025-05-04 12:33,BATCH_00014,RCP_023,PRESS_06,MACH_06,Evening Shift,16.68,61.43,29.61,122.96,172.99,3.32,19.35,878.0,7.71,5.42,11.01,10.73,10.84,0.92,11.28,5,0,OK,0.22304900386199195
TIRE_0000591,2025-05-14 1:09,BATCH_00354,RCP_014,PRESS_08,MACH_01,Day Shift,14.87,60.05,18.05,116.3,176.84,2.98,18.92,871.0,8.8,5.39,11.8,10.68,8.96,1.07,27.04,5,1,UniformityFail,0.8342196030124989
TIRE_0000592,2025-01-07 0:39,BATCH_00310,RCP_004,PRESS_06,MACH_07,Evening Shift,22.14,42.64,14.68,138.29,169.39,2.41,18.29,1021.0,8.23,4.92,12.15,11.52,8.07,0.9,23.46,4,0,OK,0.038096083942625404
TIRE_0000593,2025-02-23 11:46,BATCH_00081,RCP_029,PRESS_07,MACH_08,Day Shift,24.99,42.06,24.53,106.5,176.05,1.35,18.03,995.0,7.72,5.26,11.29,10.69,8.26,0.79,23.71,4,0,OK,0.04431800369268061
TIRE_0000594,2025-06-02 21:08,BATCH_00380,RCP_008,PRESS_11,MACH_05,Evening Shift,17.57,63.72,12.07,132.43,176.39,1.7,17.1,851.0,8.5,4.47,11.44,8.42,7.21,0.88,21.46,4,0,OK,0.19276255161219333
TIRE_0000595,2025-03-10 0:01,BATCH_00224,RCP_007,PRESS_03,MACH_03,Night Shift,28.12,62.08,24.63,112.01,176.15,2.32,18.2,963.0,8.35,5.22,11.37,9.56,10.0,1.01,23.36,4,0,OK,0.15837233519590266
TIRE_0000596,2025-02-16 19:47,BATCH_00043,RCP_022,PRESS_09,MACH_06,Evening Shift,22.11,58.76,8.26,116.06,172.71,2.16,20.42,966.0,7.75,5.34,12.3,9.86,9.47,0.5,23.37,4,0,OK,0.03426944226946966
TIRE_0000597,2025-03-14 13:27,BATCH_00125,RCP_026,PRESS_01,MACH_04,Evening Shift,23.68,37.14,21.26,125.2,171.25,2.44,16.43,910.0,7.85,5.41,11.31,10.22,11.67,0.63,14.33,5,0,OK,0.030185633467599386
TIRE_0000598,2025-03-19 9:30,BATCH_00124,RCP_015,PRESS_06,MACH_07,Evening Shift,25.93,52.52,10.16,105.51,176.28,1.2,18.34,836.0,8.03,5.48,11.52,7.07,8.17,1.03,35.05,5,0,OK,0.1782325915501888
TIRE_0000599,2025-04-06 23:40,BATCH_00134,RCP_017,PRESS_11,MACH_01,Evening Shift,21.84,39.7,8.95,113.03,172.85,2.43,17.04,1033.0,7.65,5.48,12.02,12.48,8.33,1.25,16.96,5,0,OK,0.027463121527406445
TIRE_0000600,2025-02-12 13:20,BATCH_00082,RCP_014,PRESS_08,MACH_04,Night Shift,25.16,56.36,4.45,135.59,174.55,2.29,17.62,838.0,8.66,4.84,11.89,7.98,7.19,0.71,41.84,4,0,OK,0.20724641422968548
TIRE_0000602,2025-01-12 4:04,BATCH_00152,RCP_009,PRESS_12,MACH_08,Night Shift,26.05,52.07,17.49,101.64,177.5,1.19,20.97,905.0,8.55,5.5,11.62,11.74,7.04,1.04,10.59,4,0,OK,0.17949813451755908
TIRE_0000604,2025-01-16 23:55,BATCH_00021,RCP_016,PRESS_03,MACH_02,Day Shift,28.53,49.43,27.88,124.38,182.69,2.08,18.28,900.0,7.31,5.38,11.05,8.7,7.69,0.83,18.55,5,0,OK,0.02952370735405594
TIRE_0000606,2025-06-06 18:09,BATCH_00198,RCP_004,PRESS_11,MACH_03,Day Shift,19.27,68.17,20.41,125.62,180.93,2.21,20.7,862.0,8.04,5.13,10.4,8.56,8.45,0.8,12.18,4,0,OK,0.030361051380446057
TIRE_0000607,2025-04-16 4:40,BATCH_00131,RCP_017,PRESS_06,MACH_06,Night Shift,18.92,63.41,26.76,118.37,178.12,1.95,18.33,812.0,8.72,5.43,12.5,9.79,7.02,1.02,27.5,4,0,OK,0.24679349884028212
TIRE_0000609,2025-03-15 23:39,BATCH_00378,RCP_023,PRESS_12,MACH_01,Evening Shift,24.15,55.24,11.62,101.78,174.31,1.84,17.2,899.0,7.67,5.29,12.4,12.32,10.85,0.79,34.42,4,0,OK,0.09982499098146887
TIRE_0000610,2025-05-24 2:36,BATCH_00346,RCP_008,PRESS_05,MACH_07,Evening Shift,17.18,74.7,20.73,113.05,170.99,0.5,19.02,920.0,7.96,4.72,12.11,7.89,5.37,0.93,18.81,3,0,OK,0.09895411529605382
TIRE_0000612,2025-02-03 14:55,BATCH_00362,RCP_027,PRESS_08,MACH_06,Evening Shift,28.61,55.71,21.23,116.03,174.41,2.25,16.9,1056.0,7.61,5.29,11.99,11.09,6.79,0.64,35.12,4,0,OK,0.20507189614180063
TIRE_0000613,2025-01-17 19:02,BATCH_00386,RCP_004,PRESS_01,MACH_01,Evening Shift,25.98,56.14,27.66,121.47,179.35,2.27,18.55,854.0,8.64,5.46,12.0,8.87,10.63,0.77,12.19,4,0,OK,0.23733965857212608
TIRE_0000614,2025-05-29 11:22,BATCH_00380,RCP_008,PRESS_07,MACH_05,Night Shift,16.41,59.51,14.2,105.87,171.82,1.61,18.15,985.0,7.57,5.51,11.11,9.26,10.32,0.6,24.65,5,0,OK,0.246640255317489
TIRE_0000615,2025-02-18 2:26,BATCH_00047,RCP_014,PRESS_09,MACH_07,Evening Shift,24.72,58.02,22.24,113.5,175.41,1.94,19.3,848.0,8.19,5.2,10.69,11.03,7.26,0.68,19.7,4,0,OK,0.19081076446214598
TIRE_0000616,2025-02-23 16:38,BATCH_00275,RCP_013,PRESS_04,MACH_04,Night Shift,27.66,37.33,3.2,121.44,162.77,1.47,20.06,1041.0,7.86,4.68,11.09,9.82,4.8,1.2,16.63,5,0,OK,0.10030230052741977
TIRE_0000618,2025-06-08 6:18,BATCH_00112,RCP_024,PRESS_08,MACH_02,Night Shift,19.05,45.14,11.74,136.83,172.59,2.61,18.44,968.0,7.86,5.65,10.87,13.22,7.24,1.0,23.03,4,0,OK,0.030040172007680506
TIRE_0000619,2025-04-27 21:59,BATCH_00179,RCP_028,PRESS_01,MACH_04,Day Shift,17.97,63.36,45.61,123.06,178.85,2.67,18.93,981.0,8.86,5.33,11.41,9.01,9.49,0.94,6.47,4,0,OK,0.19651525982258483
TIRE_0000620,2025-01-20 14:18,BATCH_00151,RCP_026,PRESS_10,MACH_08,Evening Shift,24.96,36.1,17.29,117.03,175.69,2.34,17.33,1015.0,7.71,5.07,10.73,9.93,8.54,0.36,10.79,4,0,OK,0.14401701993659322
TIRE_0000621,2025-01-26 21:02,BATCH_00177,RCP_022,PRESS_12,MACH_01,Day Shift,28.08,51.43,13.04,112.38,173.72,2.44,18.12,1010.0,6.62,5.22,11.56,9.86,7.43,0.87,21.45,5,0,OK,0.1118132822192743
TIRE_0000622,2025-01-23 21:13,BATCH_00332,RCP_012,PRESS_04,MACH_03,Night Shift,24.69,52.12,21.72,119.55,182.87,2.08,21.49,942.0,8.08,5.26,11.23,8.22,9.59,0.92,13.72,4,0,OK,0.22752505242273663
TIRE_0000623,2025-01-13 9:11,BATCH_00035,RCP_027,PRESS_10,MACH_02,Night Shift,26.76,24.05,12.96,134.3,173.89,3.46,19.3,1122.0,8.22,5.17,11.97,13.43,8.74,0.84,35.54,5,0,OK,0.03668739575347632
TIRE_0000624,2025-01-31 5:48,BATCH_00116,RCP_018,PRESS_11,MACH_08,Night Shift,30.35,51.35,31.44,144.56,173.43,1.79,16.93,872.0,8.21,4.64,11.64,6.38,8.72,0.86,12.95,5,0,OK,0.12823002502980618
TIRE_0000627,2025-04-26 12:59,BATCH_00396,RCP_027,PRESS_02,MACH_03,Night Shift,16.01,55.09,23.34,120.14,172.76,1.42,19.56,999.0,7.35,5.43,10.96,9.17,6.45,1.34,9.75,4,0,OK,0.012724874744180577
TIRE_0000628,2025-06-04 19:00,BATCH_00355,RCP_030,PRESS_06,MACH_06,Day Shift,17.38,58.07,16.06,87.97,181.53,1.03,19.56,940.0,8.27,4.66,11.58,9.06,7.31,0.49,22.32,5,0,OK,0.12247855407859029
TIRE_0000634,2025-05-11 15:58,BATCH_00213,RCP_024,PRESS_09,MACH_08,Evening Shift,16.39,65.79,21.79,118.99,181.36,1.62,19.15,874.0,8.23,5.64,11.92,11.73,10.04,0.99,16.95,4,0,OK,0.023512786163640963
TIRE_0000636,2025-03-29 14:09,BATCH_00309,RCP_010,PRESS_03,MACH_07,Day Shift,23.79,42.58,26.58,88.71,177.46,3.22,18.65,829.0,7.11,5.24,11.79,12.75,10.73,1.15,14.76,5,0,OK,0.03851629990433726
TIRE_0000639,2025-04-12 19:16,BATCH_00356,RCP_030,PRESS_02,MACH_07,Night Shift,21.69,62.49,20.42,121.01,175.62,2.52,19.3,993.0,7.16,5.27,11.19,12.65,7.78,1.16,19.48,3,0,OK,0.03820629922650517
TIRE_0000641,2025-02-17 18:32,BATCH_00098,RCP_021,PRESS_09,MACH_02,Evening Shift,28.89,54.42,0.0,97.96,175.57,2.84,16.36,888.0,8.04,5.22,11.5,10.56,10.79,1.3,10.85,4,0,OK,0.16581047250785527
TIRE_0000642,2025-01-28 11:22,BATCH_00069,RCP_003,PRESS_04,MACH_02,Night Shift,25.33,48.6,15.59,141.83,174.02,2.35,21.36,869.0,7.92,5.18,11.47,10.73,7.43,0.65,27.53,4,0,OK,0.1890507710237016
TIRE_0000643,2025-05-23 1:51,BATCH_00084,RCP_025,PRESS_06,MACH_07,Evening Shift,15.28,74.97,37.63,136.5,181.21,1.08,18.92,806.0,7.55,4.98,11.52,9.37,5.95,0.89,9.8,3,0,OK,0.1500085036233183
TIRE_0000644,2025-04-01 14:45,BATCH_00377,RCP_023,PRESS_05,MACH_01,Evening Shift,23.1,49.15,17.54,105.47,176.21,1.31,18.29,976.0,8.15,4.96,11.89,10.14,6.16,0.58,14.32,3,0,OK,0.24092141163389005
TIRE_0000645,2025-06-19 9:25,BATCH_00362,RCP_027,PRESS_05,MACH_03,Night Shift,17.19,46.48,32.52,120.21,168.98,1.03,17.56,1136.0,8.39,4.97,11.63,10.87,9.55,0.82,18.26,4,0,OK,0.09996893908568896
TIRE_0000647,2025-05-29 0:59,BATCH_00329,RCP_005,PRESS_03,MACH_07,Day Shift,15.97,50.77,9.43,151.71,170.04,2.45,18.03,1085.0,8.32,4.99,11.54,11.3,9.19,0.9,23.19,5,0,OK,0.07857090070764657
TIRE_0000648,2025-02-18 21:30,BATCH_00308,RCP_017,PRESS_07,MACH_02,Night Shift,29.08,51.66,19.89,108.24,184.25,2.61,18.0,942.0,7.03,5.04,10.88,9.19,6.58,0.85,30.01,4,0,OK,0.21846379076547046
TIRE_0000649,2025-02-25 4:18,BATCH_00088,RCP_010,PRESS_10,MACH_06,Night Shift,25.43,54.58,34.44,128.38,180.61,1.96,17.42,978.0,7.99,5.09,11.28,10.35,7.49,0.58,4.47,4,0,OK,0.06366300124466863
TIRE_0000651,2025-02-12 22:25,BATCH_00253,RCP_006,PRESS_11,MACH_08,Evening Shift,32.78,39.92,10.95,130.33,177.27,2.6,20.04,962.0,7.6,5.03,11.59,11.28,8.56,0.69,29.16,5,0,OK,0.24117340946574672
