TireProductionID,timestamp,batch_id,recipe_id,press_id,machine_id,shift,ambient_temp_c,ambient_humidity_pct,compound_batch_age_hr,mixer_energy_kwh,cure_temp_avg,cure_temp_std,cure_pressure_avg,cure_time_sec,tread_thickness_mm,sidewall_thickness_mm,tire_weight_kg,uniformity_rfv,uniformity_lfv,runout_mm,balance_g,visual_score,defect_flag,defect_type,defect_probability_true
TIRE_0002367,2025-04-17 16:35:00,BATCH_00020,RCP_014,PRESS_12,MACH_08,A,18.45,74.2,22.88,111.98,175.74,2.99,19.4,980.0,7.7,5.21,11.67,12.36,7.75,0.39,26.59,3,0,OK,0.1782
TIRE_0002368,2025-02-24 04:49:00,BATCH_00057,RCP_017,PRESS_04,MACH_05,A,25.19,39.86,13.43,117.85,168.67,1.39,17.82,1002.0,7.9,5.63,11.6,9.06,7.5,0.84,13.97,4,0,OK,0.0768
TIRE_0002369,2025-02-16 13:27:00,BATCH_00130,RCP_020,PRESS_07,MACH_07,C,26.4,56.56,23.34,142.63,176.07,1.22,19.57,929.0,7.33,5.49,12.03,7.52,6.48,1.19,7.4,4,0,OK,0.0775
TIRE_0002370,2025-06-16 16:23:00,BATCH_00295,RCP_017,PRESS_05,MACH_07,B,21.5,47.58,9.34,119.71,173.15,1.9,17.94,985.0,7.99,5.31,11.32,6.05,8.99,,18.86,4,0,OK,0.0627
TIRE_0002371,2025-06-02 15:44:00,BATCH_00285,RCP_014,PRESS_07,MACH_03,A,17.06,51.26,0.0,111.75,175.49,1.69,18.71,923.0,8.13,4.95,11.04,8.2,5.47,0.95,17.37,4,0,OK,0.0493
TIRE_0002372,2025-02-17 21:37:00,BATCH_00105,RCP_024,PRESS_06,MACH_02,B,26.31,35.89,12.92,133.62,171.84,1.45,18.02,1021.0,7.82,5.34,11.28,10.19,7.52,0.9,20.6,5,0,OK,0.0546
TIRE_0002373,2025-05-10 18:18:00,BATCH_00214,RCP_014,PRESS_06,MACH_07,A,,57.1,0.0,144.66,178.22,2.33,17.22,910.0,7.84,5.17,11.69,13.06,7.91,0.89,33.25,4,0,OK,0.0512
TIRE_0002374,2025-06-29 23:24:00,BATCH_00223,RCP_022,PRESS_03,MACH_05,C,19.48,60.34,21.77,127.98,169.75,0.62,18.67,844.0,8.26,5.44,11.53,7.26,6.46,1.06,25.61,4,0,OK,0.0861
TIRE_0002375,2025-02-28 04:03:00,BATCH_00263,RCP_009,PRESS_10,MACH_06,A,28.62,59.26,6.51,144.46,177.17,2.48,19.37,878.0,8.0,5.44,11.51,7.36,7.42,0.86,15.9,5,0,OK,0.0462
TIRE_0002376,2025-06-25 03:12:00,BATCH_00058,RCP_005,PRESS_09,MACH_05,C,19.75,76.67,22.06,113.07,168.11,1.85,18.64,1006.0,7.78,4.77,11.52,13.31,8.91,1.04,17.41,4,1,Bubble,0.1372
TIRE_0002377,2025-04-17 19:01:00,BATCH_00121,RCP_014,PRESS_06,MACH_08,C,17.25,54.41,10.89,111.92,175.27,2.35,18.24,985.0,6.74,4.95,10.56,9.1,7.42,0.72,18.44,4,0,OK,0.0643
TIRE_0002378,2025-02-25 20:17:00,BATCH_00163,RCP_013,PRESS_03,MACH_06,A,29.18,29.11,21.35,95.26,174.54,1.57,17.68,947.0,8.31,6.01,11.26,9.55,7.32,0.56,2.78,4,0,OK,0.0393
TIRE_0002379,2025-06-22 23:13:00,BATCH_00009,RCP_007,PRESS_04,MACH_07,B,21.17,45.66,4.39,108.61,170.75,2.95,16.73,848.0,8.28,5.4,11.12,12.72,9.71,0.87,26.24,4,0,OK,0.0684
TIRE_0002380,2025-02-08 16:57:00,BATCH_00392,RCP_006,PRESS_01,MACH_08,A,28.69,50.07,,99.7,165.93,1.83,17.19,976.0,8.31,5.37,11.9,7.15,6.09,0.69,15.01,4,0,OK,0.0727
TIRE_0002381,2025-05-25 13:13:00,BATCH_00332,RCP_012,PRESS_02,MACH_02,B,17.1,53.03,15.8,107.94,179.32,2.02,16.23,910.0,8.08,5.08,11.36,4.67,9.14,0.39,9.67,5,0,OK,0.0417
TIRE_0002382,2025-02-02 03:40:00,BATCH_00074,RCP_004,PRESS_02,MACH_01,C,24.4,58.97,21.08,126.81,177.94,2.18,16.78,863.0,6.5,5.03,11.26,11.85,6.54,0.87,16.1,4,0,OK,0.0927
TIRE_0002383,2025-06-16 14:45:00,BATCH_00312,RCP_021,PRESS_09,MACH_07,C,14.24,53.83,23.45,115.98,178.76,2.58,16.95,892.0,7.3,5.22,10.74,11.7,7.54,0.93,20.15,5,0,OK,0.0695
TIRE_0002384,2025-04-15 13:34:00,BATCH_00193,RCP_019,PRESS_06,MACH_08,A,18.81,49.35,11.11,108.3,182.82,1.52,15.84,852.0,8.3,5.3,11.33,9.1,5.61,0.77,31.82,4,0,OK,0.0466
TIRE_0002385,2025-05-03 19:21:00,BATCH_00373,RCP_013,PRESS_06,MACH_04,C,17.12,63.33,6.51,111.02,178.92,2.59,18.99,945.0,8.24,6.21,11.34,11.62,5.72,0.82,25.29,4,0,OK,0.0584
TIRE_0002386,2025-06-28 21:29:00,BATCH_00319,RCP_029,PRESS_02,MACH_03,B,19.87,47.64,20.8,130.14,171.76,2.33,16.55,1019.0,8.1,5.2,10.87,14.4,6.26,0.83,29.57,4,0,OK,0.1107
TIRE_0002387,2025-05-31 07:55:00,BATCH_00218,RCP_003,PRESS_12,MACH_05,B,15.36,44.88,26.8,110.68,176.11,2.36,19.52,1012.0,7.02,5.08,11.26,9.2,9.9,0.95,3.57,4,0,OK,0.0901
TIRE_0002388,2025-05-22 07:55:00,BATCH_00071,RCP_024,PRESS_09,MACH_04,C,15.06,39.76,27.06,100.63,171.7,2.1,18.07,1019.0,7.53,5.19,11.42,12.1,8.12,0.46,39.31,5,0,OK,0.0588
TIRE_0002389,2025-05-14 07:03:00,BATCH_00011,RCP_016,PRESS_03,MACH_03,A,15.8,69.28,21.72,112.75,179.34,2.15,17.87,1001.0,8.3,4.6,11.11,11.48,5.77,0.64,22.95,4,0,OK,0.0688
TIRE_0002390,2025-06-27 13:39:00,BATCH_00037,RCP_026,PRESS_08,MACH_01,C,21.89,56.11,18.6,120.75,179.99,1.9,16.99,998.0,8.33,4.73,11.99,9.3,11.42,1.14,17.28,3,0,OK,0.1063
TIRE_0002391,2025-06-23 03:35:00,BATCH_00198,RCP_004,PRESS_11,MACH_02,A,19.99,52.62,28.41,110.59,174.89,1.52,20.57,956.0,8.29,5.48,12.19,8.81,8.16,0.71,14.02,4,0,OK,0.0811
TIRE_0002392,2025-03-23 12:38:00,BATCH_00384,RCP_008,PRESS_07,MACH_01,C,21.68,56.0,28.49,116.75,176.87,2.95,19.61,901.0,8.36,5.36,11.93,12.99,7.51,1.27,27.43,3,0,OK,0.1665
TIRE_0002393,2025-04-18 00:56:00,BATCH_00035,RCP_027,PRESS_08,MACH_06,A,19.98,62.67,7.39,115.05,171.89,2.06,16.76,901.0,7.32,4.76,10.51,13.83,7.89,1.07,33.53,5,0,OK,0.0635
TIRE_0002394,2025-04-13 15:43:00,BATCH_00007,RCP_003,PRESS_06,MACH_08,A,21.42,72.63,22.32,128.99,176.45,1.39,18.25,1102.0,7.96,5.2,11.57,10.04,6.11,1.1,18.78,4,0,OK,0.0692
TIRE_0002395,2025-06-02 19:27:00,BATCH_00207,RCP_023,PRESS_04,MACH_08,B,19.04,53.8,26.08,152.63,171.14,2.24,18.41,863.0,7.63,5.2,11.18,11.71,9.91,0.7,23.31,4,0,OK,0.145
TIRE_0002396,2025-01-28 10:30:00,BATCH_00282,RCP_015,PRESS_06,MACH_02,C,24.42,47.61,14.76,120.01,169.4,2.81,18.45,900.0,7.93,5.21,10.75,9.73,8.72,0.82,5.49,4,0,OK,0.0785
TIRE_0002397,2025-05-03 13:54:00,BATCH_00344,RCP_016,PRESS_09,MACH_05,B,19.18,73.23,33.68,121.63,178.84,3.32,18.87,1036.0,7.38,5.64,11.95,13.0,7.23,1.03,30.85,4,0,OK,0.0998
TIRE_0002398,2025-04-26 09:16:00,BATCH_00254,RCP_010,PRESS_09,MACH_04,B,21.22,66.48,15.83,133.87,174.99,1.97,16.77,1084.0,8.15,5.28,11.59,9.2,7.91,0.76,21.36,3,0,OK,0.1043
TIRE_0002399,2025-02-20 07:20:00,BATCH_00206,RCP_008,PRESS_04,MACH_01,C,29.53,55.02,39.87,102.94,174.84,1.28,17.08,927.0,7.74,4.59,10.94,8.0,6.96,0.88,16.16,4,0,OK,0.1016
TIRE_0002400,2025-04-21 23:54:00,BATCH_00317,RCP_022,PRESS_09,MACH_06,B,17.68,63.11,16.86,110.62,176.49,1.53,19.11,907.0,8.34,4.87,11.62,9.81,6.06,0.77,11.76,3,0,OK,0.1119
TIRE_0002401,2025-01-12 06:27:00,BATCH_00153,RCP_028,PRESS_07,MACH_07,A,23.74,62.83,50.42,120.94,179.96,2.24,18.38,926.0,7.85,5.88,11.72,8.74,9.15,1.08,8.91,5,0,OK,0.0581
TIRE_0002402,2025-04-06 21:19:00,BATCH_00311,RCP_020,PRESS_02,MACH_02,C,23.41,45.81,11.25,118.25,177.07,2.71,18.31,1112.0,7.44,4.88,12.14,10.55,10.33,1.06,23.53,4,0,OK,0.0934
TIRE_0002403,2025-01-23 22:50:00,BATCH_00088,RCP_010,PRESS_11,MACH_01,B,30.34,38.33,5.72,133.48,177.98,1.41,20.14,931.0,8.09,4.71,11.24,7.19,4.23,0.56,16.92,4,0,OK,0.0387
TIRE_0002404,2025-01-13 22:48:00,BATCH_00305,RCP_017,PRESS_03,MACH_01,B,27.14,66.25,13.77,113.51,173.58,2.91,18.75,873.0,8.84,5.48,12.59,9.1,11.37,0.6,20.32,3,0,OK,0.1848
TIRE_0002405,2025-05-22 09:56:00,BATCH_00216,RCP_009,PRESS_01,MACH_05,C,16.28,73.75,14.88,95.78,170.74,1.74,20.64,838.0,8.0,5.38,11.4,8.66,5.4,0.66,21.69,3,0,OK,0.097
TIRE_0002406,2025-02-25 23:06:00,BATCH_00352,RCP_002,PRESS_03,MACH_05,A,25.4,58.67,0.0,109.21,177.78,2.01,19.47,891.0,8.4,5.9,10.59,8.24,7.37,0.67,18.65,4,0,OK,0.0379
TIRE_0002407,2025-03-08 14:05:00,BATCH_00103,RCP_025,PRESS_01,MACH_03,B,28.45,53.94,11.98,104.8,176.02,1.81,17.17,978.0,8.09,5.01,11.05,9.76,7.42,1.05,13.42,4,0,OK,0.0486
TIRE_0002408,2025-04-02 10:54:00,BATCH_00379,RCP_012,PRESS_04,MACH_02,A,23.62,34.84,36.64,128.16,173.51,2.41,18.93,945.0,8.84,5.3,12.26,14.33,9.51,1.07,7.71,5,0,OK,0.0805
TIRE_0002409,2025-01-04 19:08:00,BATCH_00185,RCP_015,PRESS_11,MACH_03,A,28.01,47.82,34.45,118.3,174.49,1.83,20.14,1053.0,8.33,5.14,11.16,7.51,6.25,1.06,18.02,5,0,OK,0.0486
TIRE_0002410,2025-02-10 22:03:00,BATCH_00301,RCP_011,PRESS_08,MACH_05,A,29.86,63.04,10.37,124.25,174.42,1.67,17.6,1125.0,7.45,5.03,11.5,10.19,8.76,0.61,8.68,4,0,OK,0.0428
TIRE_0002411,2025-05-30 22:35:00,BATCH_00294,RCP_010,PRESS_01,MACH_02,A,15.2,69.38,13.9,101.96,172.23,1.44,20.04,1034.0,7.53,5.03,10.92,11.25,9.83,0.89,37.41,4,0,OK,0.111
TIRE_0002412,2025-05-14 05:31:00,BATCH_00396,RCP_027,PRESS_09,MACH_03,B,14.08,42.46,20.4,113.59,176.49,2.45,17.22,1120.0,8.09,5.74,11.84,8.22,11.85,1.15,7.82,4,0,OK,0.0589
TIRE_0002413,2025-04-22 17:07:00,BATCH_00138,RCP_001,PRESS_03,MACH_04,A,20.54,71.02,19.59,104.22,172.48,1.2,18.9,776.0,8.07,5.46,11.81,7.19,6.41,0.88,24.69,4,0,OK,0.0771
TIRE_0002414,2025-04-03 01:50:00,BATCH_00303,RCP_001,PRESS_01,MACH_08,A,22.24,51.63,23.64,139.55,169.68,1.24,19.34,968.0,7.68,5.31,10.9,7.13,8.59,0.7,15.6,4,0,OK,0.0534
TIRE_0002415,2025-06-18 22:32:00,BATCH_00187,RCP_005,PRESS_02,MACH_04,B,19.9,65.13,22.97,100.64,177.35,2.2,17.92,904.0,7.97,5.23,11.1,10.16,9.78,1.03,17.98,4,0,OK,0.0757
TIRE_0002416,2025-02-20 08:47:00,BATCH_00070,RCP_015,PRESS_12,MACH_03,C,29.39,59.39,23.2,136.25,175.01,1.21,16.77,1069.0,7.5,6.28,11.27,7.16,6.5,0.76,28.35,4,0,OK,0.0597
TIRE_0002417,2025-05-14 02:52:00,BATCH_00322,RCP_004,PRESS_12,MACH_03,B,19.46,58.0,22.33,112.06,171.09,2.56,19.76,985.0,8.22,5.76,11.79,8.28,6.22,1.28,17.71,4,0,OK,0.0764
TIRE_0002418,2025-02-27 02:07:00,BATCH_00162,RCP_020,PRESS_06,MACH_06,C,26.6,65.67,26.44,95.66,179.2,1.29,18.97,811.0,8.42,5.12,11.57,11.44,6.15,0.64,26.4,4,1,Separation,0.0981
TIRE_0002419,2025-06-24 18:26:00,BATCH_00152,RCP_009,PRESS_12,MACH_01,A,19.01,63.12,11.62,105.99,174.29,2.65,15.49,1140.0,6.82,4.99,11.01,10.54,9.36,0.91,32.44,4,0,OK,0.0861
TIRE_0002420,2025-01-02 10:12:00,BATCH_00003,RCP_020,PRESS_12,MACH_06,B,17.23,44.31,13.0,78.07,179.68,2.07,20.15,1007.0,8.55,5.35,11.81,10.55,5.63,0.35,3.29,5,0,OK,0.0322
TIRE_0002421,2025-04-08 12:47:00,BATCH_00077,RCP_010,PRESS_12,MACH_02,B,21.97,77.01,11.56,125.66,177.86,1.94,17.44,1052.0,9.08,4.62,11.83,6.01,6.52,0.8,7.11,3,0,OK,0.0885
TIRE_0002422,2025-02-28 22:13:00,BATCH_00386,RCP_004,PRESS_11,MACH_02,B,27.0,36.35,9.33,149.04,175.52,1.79,15.05,880.0,7.61,5.2,11.75,9.68,8.4,1.07,30.62,4,0,OK,0.0504
TIRE_0002423,2025-05-15 21:30:00,BATCH_00352,RCP_002,PRESS_10,MACH_07,A,13.33,62.17,1.08,119.55,170.93,3.24,16.72,896.0,7.12,5.03,10.82,13.02,5.22,0.61,28.25,4,0,OK,0.082
TIRE_0002424,2025-06-03 05:01:00,BATCH_00378,RCP_023,PRESS_09,MACH_03,A,16.75,54.35,26.56,120.78,180.66,2.24,17.55,931.0,8.58,5.09,11.45,7.12,11.94,0.62,5.93,4,0,OK,0.0605
TIRE_0002425,2025-02-09 14:20:00,BATCH_00283,RCP_021,PRESS_09,MACH_03,C,26.51,23.19,5.58,115.83,172.32,1.12,21.41,961.0,8.14,5.17,11.49,8.92,4.66,0.76,2.46,5,0,OK,0.0267
TIRE_0002426,2025-05-20 15:39:00,BATCH_00246,RCP_003,PRESS_09,MACH_05,A,17.39,67.32,15.68,138.48,172.56,1.27,19.56,956.0,8.96,4.9,11.84,9.3,7.39,1.07,21.96,4,0,OK,0.0936
TIRE_0002427,2025-06-12 11:12:00,BATCH_00388,RCP_025,PRESS_08,MACH_04,A,18.52,73.97,20.05,129.83,177.7,2.62,17.83,898.0,8.45,5.41,11.89,11.04,5.8,1.03,10.01,3,0,OK,0.1035
TIRE_0002428,2025-03-19 07:17:00,BATCH_00194,RCP_011,PRESS_01,MACH_07,C,24.82,75.91,17.48,98.09,176.37,2.49,20.4,989.0,8.03,5.36,,7.48,10.85,1.23,33.24,3,1,Crack,0.106
TIRE_0002429,2025-01-25 18:39:00,BATCH_00028,RCP_025,PRESS_06,MACH_04,B,29.16,49.43,3.41,108.3,175.64,1.51,17.6,940.0,8.17,4.97,11.92,10.97,8.58,0.77,16.24,4,0,OK,0.0484
TIRE_0002430,2025-06-19 09:48:00,BATCH_00128,RCP_023,PRESS_01,MACH_05,B,17.92,63.0,27.06,100.1,173.84,2.28,16.94,854.0,7.92,4.59,12.13,9.51,9.25,0.82,21.28,3,0,OK,0.2142
TIRE_0002431,2025-04-12 06:43:00,BATCH_00009,RCP_007,PRESS_02,MACH_01,A,22.28,53.84,29.56,114.75,172.28,1.72,18.22,851.0,8.13,4.95,11.15,9.34,6.8,0.73,17.45,5,0,OK,0.0498
TIRE_0002432,2025-01-02 00:17:00,BATCH_00292,RCP_009,PRESS_10,MACH_03,B,18.41,50.88,32.32,145.26,171.83,0.76,18.2,1021.0,7.3,5.07,11.01,6.36,,0.94,19.93,4,0,OK,0.0739
TIRE_0002433,2025-03-08 11:29:00,BATCH_00164,RCP_013,PRESS_10,MACH_04,A,24.35,41.42,25.12,78.93,182.23,1.56,19.88,924.0,7.51,5.61,11.64,9.72,5.53,0.97,26.67,5,0,OK,0.0304
TIRE_0002434,2025-06-07 14:56:00,BATCH_00171,RCP_004,PRESS_08,MACH_06,B,19.98,75.81,,103.13,173.89,2.05,17.17,846.0,7.3,4.91,11.16,9.33,7.62,1.29,17.83,2,0,OK,0.2184
TIRE_0002435,2025-05-06 02:57:00,BATCH_00137,RCP_019,PRESS_02,MACH_04,B,13.92,55.96,22.54,105.79,178.41,1.83,19.09,935.0,7.87,5.15,10.95,10.73,6.61,1.11,11.75,5,0,OK,0.0467
TIRE_0002436,2025-02-21 07:53:00,BATCH_00044,RCP_011,PRESS_09,MACH_01,B,26.25,44.73,18.61,107.13,175.07,1.61,19.25,797.0,7.81,4.83,12.0,7.77,6.42,0.78,21.13,4,0,OK,0.0655
TIRE_0002437,2025-02-11 17:21:00,BATCH_00281,RCP_009,PRESS_05,MACH_06,A,28.09,43.6,8.92,,174.81,2.74,19.24,973.0,8.13,5.2,12.04,11.35,7.73,1.21,15.12,4,0,OK,0.0774
TIRE_0002438,2025-05-30 15:32:00,BATCH_00040,RCP_019,PRESS_08,MACH_05,A,17.26,65.99,26.59,98.82,184.98,2.19,19.0,862.0,7.32,4.89,10.71,13.21,7.1,1.23,19.57,4,0,OK,0.079
TIRE_0002439,2025-03-25 03:12:00,BATCH_00369,RCP_001,PRESS_12,MACH_01,A,25.09,48.9,33.87,114.08,179.32,2.1,19.08,947.0,7.17,5.51,11.25,13.34,5.82,0.91,8.84,4,0,OK,0.0885
TIRE_0002440,2025-02-05 22:43:00,BATCH_00325,RCP_030,PRESS_07,MACH_05,C,22.98,45.5,16.36,125.18,174.26,1.07,17.88,894.0,7.6,5.65,11.64,10.46,7.84,0.6,25.58,5,0,OK,0.0379
TIRE_0002441,2025-05-19 00:14:00,BATCH_00003,RCP_020,PRESS_01,MACH_01,C,16.69,67.49,6.96,128.55,176.27,2.16,18.11,879.0,8.65,5.66,12.06,13.63,10.08,1.2,34.44,4,0,OK,0.0967
TIRE_0002442,2025-06-07 23:43:00,BATCH_00031,RCP_014,PRESS_06,MACH_02,A,18.81,55.33,21.85,131.84,177.01,2.6,21.78,911.0,8.19,5.97,11.72,14.27,12.63,0.76,21.83,4,0,OK,0.1732
TIRE_0002443,2025-01-10 02:06:00,BATCH_00134,RCP_017,PRESS_10,MACH_08,A,24.61,59.1,0.0,132.72,175.04,2.16,18.59,903.0,7.3,5.07,11.79,8.71,9.15,0.55,7.66,4,0,OK,0.0561
TIRE_0002444,2025-03-01 19:20:00,BATCH_00105,RCP_024,PRESS_11,MACH_06,B,25.84,56.9,1.38,115.18,172.42,1.76,16.77,1004.0,8.41,5.03,11.58,11.54,8.17,1.13,27.15,4,0,OK,0.1016
TIRE_0002445,2025-05-07 18:02:00,BATCH_00193,RCP_019,PRESS_02,MACH_04,B,16.63,64.44,17.37,133.93,,2.65,18.66,936.0,7.46,4.5,,9.55,11.64,0.86,14.57,4,0,OK,0.1406
TIRE_0002446,2025-02-20 17:26:00,BATCH_00199,RCP_011,PRESS_08,MACH_05,B,30.99,34.81,16.37,117.75,175.33,1.45,18.98,944.0,8.22,5.74,11.64,11.28,9.21,1.21,36.95,5,0,OK,0.0473
TIRE_0002447,2025-01-05 01:21:00,BATCH_00076,RCP_015,PRESS_03,MACH_08,B,20.04,41.23,24.97,97.19,175.56,3.18,17.7,927.0,7.76,5.74,11.2,8.81,7.7,0.57,6.32,4,0,OK,0.0749
TIRE_0002448,2025-02-15 20:45:00,BATCH_00071,RCP_024,PRESS_11,MACH_05,A,27.75,45.96,10.0,118.52,181.88,1.94,16.39,927.0,8.67,4.84,10.85,8.15,8.72,0.57,15.99,5,0,OK,0.0331
TIRE_0002449,2025-02-02 21:26:00,BATCH_00088,RCP_010,PRESS_06,MACH_01,C,28.04,,16.62,125.66,172.48,1.2,17.88,1048.0,7.27,4.96,10.33,8.94,9.67,1.08,16.29,5,0,OK,0.0415
TIRE_0002450,2025-05-06 13:18:00,BATCH_00220,RCP_028,PRESS_06,MACH_03,C,16.7,63.46,17.35,150.02,174.04,2.73,19.54,919.0,8.11,5.82,11.31,12.16,5.68,1.11,15.66,4,0,OK,0.096
TIRE_0002451,2025-04-03 03:03:00,BATCH_00253,RCP_006,PRESS_11,MACH_02,A,24.17,48.31,17.43,101.1,180.18,2.3,17.42,885.0,7.55,4.67,11.24,8.59,11.54,0.53,12.56,5,0,OK,0.0618
TIRE_0002452,2025-03-21 04:28:00,BATCH_00230,RCP_006,PRESS_11,MACH_04,A,26.14,46.07,,117.15,184.19,2.19,17.69,935.0,8.75,6.17,11.85,11.32,10.93,1.02,13.52,4,0,OK,0.0428
TIRE_0002453,2025-03-25 01:27:00,BATCH_00069,RCP_003,PRESS_10,MACH_02,B,23.88,63.61,33.82,107.39,180.1,2.69,16.53,1153.0,7.18,5.95,10.73,7.74,8.31,0.78,35.29,4,0,OK,0.0706
TIRE_0002454,2025-03-08 23:31:00,BATCH_00133,RCP_003,PRESS_07,MACH_02,B,27.87,43.59,17.99,96.25,178.13,0.68,18.31,1051.0,7.27,5.69,11.6,7.89,8.53,0.88,13.52,5,0,OK,0.0229
TIRE_0002455,2025-05-29 20:22:00,BATCH_00156,RCP_020,PRESS_01,MACH_07,C,15.78,64.98,17.55,134.44,180.25,1.58,18.45,1001.0,7.97,5.19,11.81,8.46,12.83,0.74,12.37,5,0,OK,0.0586
TIRE_0002456,2025-06-05 23:34:00,BATCH_00057,RCP_017,PRESS_11,MACH_05,C,21.14,63.66,22.72,122.86,175.95,1.62,19.07,,7.73,4.47,11.75,9.4,7.62,1.31,20.05,3,0,OK,0.1665
TIRE_0002457,2025-04-03 07:57:00,BATCH_00127,RCP_003,PRESS_12,MACH_04,C,23.58,54.18,11.81,147.88,172.67,2.52,18.15,935.0,7.98,4.76,11.41,13.17,11.07,0.9,21.04,4,0,OK,0.1338
TIRE_0002458,2025-01-26 10:22:00,BATCH_00294,RCP_010,PRESS_07,MACH_03,C,29.46,44.38,11.75,113.31,171.75,2.13,17.98,920.0,8.02,4.94,11.22,13.82,5.91,1.75,11.2,4,1,Crack,0.1052
TIRE_0002459,2025-01-27 09:55:00,BATCH_00210,RCP_024,PRESS_10,MACH_07,B,23.36,57.05,19.66,123.0,173.06,1.91,17.99,954.0,8.22,5.35,12.47,10.11,9.08,1.1,13.54,5,0,OK,0.0641
TIRE_0002460,2025-05-10 05:48:00,BATCH_00013,RCP_023,PRESS_11,MACH_01,C,14.8,72.89,8.96,102.85,175.32,2.23,15.28,878.0,8.54,4.67,11.92,9.99,8.39,1.06,17.77,4,1,Separation,0.0924
TIRE_0002461,2025-04-19 07:53:00,BATCH_00057,RCP_017,PRESS_04,MACH_02,B,17.32,45.09,9.37,105.42,171.31,2.89,19.26,768.0,8.12,5.36,11.19,8.89,7.93,,9.23,4,0,OK,0.1238
TIRE_0002462,2025-05-22 20:17:00,BATCH_00064,RCP_030,PRESS_04,MACH_01,A,13.17,57.49,11.62,,173.94,1.9,16.91,899.0,8.9,5.29,12.17,9.86,8.16,0.72,18.9,4,1,UniformityFail,0.0572
TIRE_0002463,2025-04-18 02:27:00,BATCH_00336,RCP_025,PRESS_01,MACH_07,B,19.4,48.61,18.59,130.99,168.09,1.53,18.02,991.0,7.87,5.11,11.56,3.82,5.85,1.04,5.23,4,0,OK,0.0541
TIRE_0002464,2025-06-03 17:28:00,BATCH_00216,RCP_009,PRESS_11,MACH_01,C,14.62,59.39,19.85,128.67,172.44,2.88,18.68,991.0,7.73,5.09,11.71,12.7,7.61,0.93,10.22,4,0,OK,0.0671
TIRE_0002465,2025-03-05 00:11:00,BATCH_00363,RCP_007,PRESS_07,MACH_01,C,28.84,49.59,19.1,95.78,175.01,3.22,17.93,1032.0,8.15,5.38,11.42,13.87,9.08,1.14,13.9,4,0,OK,0.0742
TIRE_0002466,2025-06-09 21:26:00,BATCH_00205,RCP_014,PRESS_06,MACH_07,A,13.84,53.12,20.84,117.65,173.79,0.74,17.77,1016.0,6.91,5.1,11.08,7.69,5.95,0.74,26.15,5,0,OK,0.0376
TIRE_0002467,2025-01-17 07:09:00,BATCH_00018,RCP_004,PRESS_11,MACH_02,B,26.72,68.4,0.0,108.95,176.13,1.76,,920.0,8.1,5.95,11.2,10.4,9.15,0.71,32.3,3,0,OK,0.0849
TIRE_0002468,2025-03-04 09:41:00,BATCH_00071,RCP_024,PRESS_07,MACH_07,A,28.37,44.72,18.99,104.06,176.95,1.42,17.28,870.0,7.49,5.26,10.98,9.57,6.96,0.7,28.17,3,0,OK,0.0887
TIRE_0002469,2025-03-24 11:14:00,BATCH_00245,RCP_019,PRESS_06,MACH_07,C,23.65,52.75,18.77,116.47,178.69,1.81,18.1,879.0,8.46,5.29,10.95,14.48,7.15,0.77,10.08,5,0,OK,0.0558
TIRE_0002470,2025-04-18 10:14:00,BATCH_00183,RCP_015,PRESS_04,MACH_04,C,14.86,54.39,20.88,117.09,170.04,1.5,17.32,1050.0,7.55,4.93,11.54,5.16,9.83,0.89,21.27,4,0,OK,0.0952
TIRE_0002471,2025-02-13 22:50:00,BATCH_00125,RCP_026,PRESS_06,MACH_06,B,29.65,30.58,25.95,110.62,180.41,3.51,17.9,997.0,8.33,5.42,11.39,12.35,6.71,0.34,23.28,5,0,OK,0.0475
TIRE_0002472,2025-02-18 13:16:00,BATCH_00362,RCP_027,PRESS_06,MACH_07,A,27.37,65.81,11.6,144.64,173.75,1.63,16.89,,7.92,5.92,12.04,9.46,6.79,0.46,20.16,4,0,OK,0.0557
TIRE_0002473,2025-03-19 18:45:00,BATCH_00253,RCP_006,PRESS_04,MACH_06,B,24.64,42.97,13.1,133.19,173.38,1.77,17.37,942.0,7.84,5.23,10.53,8.52,8.39,1.13,7.63,4,0,OK,0.0795
TIRE_0002474,2025-06-24 01:30:00,BATCH_00239,RCP_010,PRESS_02,MACH_07,A,17.56,63.0,11.83,124.51,179.89,2.13,18.72,908.0,8.15,5.4,11.82,10.25,6.11,0.83,5.23,4,0,OK,0.0711
TIRE_0002475,2025-06-13 07:35:00,BATCH_00022,RCP_012,PRESS_07,MACH_03,B,20.08,69.37,27.51,106.09,174.02,2.76,18.6,962.0,8.52,4.83,11.66,13.4,9.13,0.86,23.78,3,0,OK,0.2522
TIRE_0002476,2025-02-17 10:41:00,BATCH_00090,RCP_025,PRESS_12,MACH_08,C,27.56,66.16,12.7,91.27,171.11,2.32,19.34,1047.0,8.36,5.52,12.04,9.14,10.81,1.16,19.39,5,0,OK,0.0601
TIRE_0002477,2025-06-08 16:12:00,BATCH_00284,RCP_015,PRESS_10,MACH_05,A,14.78,66.22,15.0,94.85,175.86,2.73,19.29,,7.56,5.5,11.69,9.52,10.89,1.07,26.43,4,1,Separation,0.1437
TIRE_0002478,2025-05-31 20:08:00,BATCH_00232,RCP_026,PRESS_11,MACH_04,B,20.42,71.69,9.61,130.69,179.43,1.83,17.03,960.0,7.86,5.36,10.2,7.55,8.06,0.77,33.71,4,0,OK,0.0807
